record_id,date,book_id,book_title,author,category,department,publication_year,available_copies,borrowed_count,returned_count,renewal_count,reservation_count,semester,exam_period,holiday_indicator
639,2022-06-01,BK0039,Mechanical: A Practical Approach,M. Verma,Mechanical,MECH,2014,45,0,18,0,0,Even,0,1
640,2022-06-01,BK0040,Advanced Mechanical,D. Menon,Mechanical,MECH,2010,69,16,32,4,0,Even,0,1
641,2022-06-01,BK0041,Principles of Mechanical,R. Sharma,Mechanical,MECH,2005,51,9,20,1,0,Even,0,1
642,2022-06-01,BK0042,Mechanical for Engineers,S. Sharma,Mechanical,MECH,1996,65,11,38,1,0,Even,0,1
643,2022-06-01,BK0043,Modern Mechanical,R. Reddy,Mechanical,MECH,2020,67,13,45,1,0,Even,0,1
644,2022-06-01,BK0044,Applied Mechanical,R. Khan,Mechanical,MECH,2003,38,2,5,0,0,Even,0,1
645,2022-06-01,BK0045,Mechanical Concepts and Applications,S. Sharma,Mechanical,MECH,2017,27,3,10,0,0,Even,0,1
646,2022-06-01,BK0046,Essentials of Mechanical,N. Gupta,Mechanical,MECH,2007,33,3,31,1,0,Even,0,1
647,2022-06-01,BK0047,Mechanical: Theory and Practice,A. Iyer,Mechanical,MECH,1997,26,6,20,0,0,Even,0,1
648,2022-06-01,BK0048,Understanding Mechanical,J. Iyer,Mechanical,MECH,2004,53,7,14,1,0,Even,0,1
649,2022-06-01,BK0049,Introduction to Civil,D. Nair,Civil,CIVIL,2000,21,10,17,3,0,Even,0,1
650,2022-06-01,BK0050,Fundamentals of Civil,V. Menon,Civil,CIVIL,2002,62,8,58,0,0,Even,0,1
651,2022-06-01,BK0051,Civil: A Practical Approach,A. Bose,Civil,CIVIL,1997,59,4,12,0,0,Even,0,1
652,2022-06-01,BK0052,Advanced Civil,R. Verma,Civil,CIVIL,1997,27,4,18,0,0,Even,0,1
653,2022-06-01,BK0053,Principles of Civil,J. Verma,Civil,CIVIL,2015,30,4,36,1,1,Even,0,1
654,2022-06-01,BK0054,Civil for Engineers,P. Nair,Civil,CIVIL,2003,63,5,12,1,0,Even,0,1
655,2022-06-01,BK0055,Modern Civil,A. Nair,Civil,CIVIL,2018,42,2,9,1,0,Even,0,1
656,2022-06-01,BK0056,Applied Civil,M. Singh,Civil,CIVIL,1999,55,13,48,3,0,Even,0,1
657,2022-06-01,BK0057,Civil Concepts and Applications,K. Khan,Civil,CIVIL,2023,20,6,25,0,0,Even,0,1
658,2022-06-01,BK0058,Essentials of Civil,R. Reddy,Civil,CIVIL,2007,19,13,51,1,0,Even,0,1
659,2022-06-01,BK0059,Civil: Theory and Practice,N. Singh,Civil,CIVIL,2021,63,15,31,1,1,Even,0,1
660,2022-06-01,BK0060,Understanding Civil,A. Kumar,Civil,CIVIL,1999,45,5,10,0,0,Even,0,1
661,2022-06-01,BK0061,Introduction to Mathematics,M. Bose,Mathematics,SCIENCE,1995,65,5,15,0,1,Even,0,1
662,2022-06-01,BK0062,Fundamentals of Mathematics,K. Sharma,Mathematics,SCIENCE,1996,68,10,39,1,2,Even,0,1
663,2022-06-01,BK0063,Mathematics: A Practical Approach,P. Reddy,Mathematics,SCIENCE,2009,37,13,54,0,0,Even,0,1
664,2022-06-01,BK0064,Advanced Mathematics,M. Nair,Mathematics,SCIENCE,2012,48,10,27,1,0,Even,0,1
665,2022-06-01,BK0065,Principles of Mathematics,R. Khan,Mathematics,SCIENCE,2011,19,6,22,0,0,Even,0,1
666,2022-06-01,BK0066,Mathematics for Engineers,K. Menon,Mathematics,SCIENCE,2015,16,6,14,0,0,Even,0,1
667,2022-06-01,BK0067,Modern Mathematics,S. Gupta,Mathematics,SCIENCE,1997,41,14,78,2,0,Even,0,1
668,2022-06-01,BK0068,Applied Mathematics,R. Menon,Mathematics,SCIENCE,2000,15,5,13,2,0,Even,0,1
669,2022-06-01,BK0069,Mathematics Concepts and Applications,M. Gupta,Mathematics,SCIENCE,2016,61,10,35,2,1,Even,0,1
670,2022-06-01,BK0070,Essentials of Mathematics,V. Khan,Mathematics,SCIENCE,2023,66,3,20,0,0,Even,0,1
671,2022-06-01,BK0071,Mathematics: Theory and Practice,V. Bose,Mathematics,SCIENCE,1997,61,11,48,4,0,Even,0,1
672,2022-06-01,BK0072,Understanding Mathematics,N. Khan,Mathematics,SCIENCE,2019,69,6,22,1,0,Even,0,1
673,2022-06-01,BK0073,Introduction to Physics,M. Verma,Physics,SCIENCE,2007,32,7,15,2,0,Even,0,1
674,2022-06-01,BK0074,Fundamentals of Physics,K. Bose,Physics,SCIENCE,2000,66,3,11,1,0,Even,0,1
675,2022-06-01,BK0075,Physics: A Practical Approach,D. Kumar,Physics,SCIENCE,2010,18,2,15,1,0,Even,0,1
676,2022-06-01,BK0076,Advanced Physics,V. Rao,Physics,SCIENCE,2000,16,5,7,0,2,Even,0,1
677,2022-06-01,BK0077,Principles of Physics,K. Verma,Physics,SCIENCE,2007,58,3,20,2,1,Even,0,1
678,2022-06-01,BK0078,Physics for Engineers,M. Bose,Physics,SCIENCE,1995,40,7,35,1,0,Even,0,1
679,2022-06-01,BK0079,Modern Physics,P. Nair,Physics,SCIENCE,2004,58,11,25,1,0,Even,0,1
680,2022-06-01,BK0080,Applied Physics,R. Singh,Physics,SCIENCE,2018,52,13,22,1,0,Even,0,1
681,2022-06-01,BK0081,Physics Concepts and Applications,N. Reddy,Physics,SCIENCE,2006,49,7,33,0,0,Even,0,1
682,2022-06-01,BK0082,Essentials of Physics,S. Sharma,Physics,SCIENCE,2008,44,4,12,2,1,Even,0,1
683,2022-06-01,BK0083,Physics: Theory and Practice,S. Nair,Physics,SCIENCE,2002,53,6,17,0,0,Even,0,1
684,2022-06-01,BK0084,Understanding Physics,V. Reddy,Physics,SCIENCE,2009,69,2,6,1,0,Even,0,1
685,2022-06-01,BK0085,Introduction to Chemistry,R. Nair,Chemistry,SCIENCE,2009,61,5,19,1,0,Even,0,1
686,2022-06-01,BK0086,Fundamentals of Chemistry,A. Iyer,Chemistry,SCIENCE,2021,69,11,35,2,0,Even,0,1
687,2022-06-01,BK0087,Chemistry: A Practical Approach,A. Iyer,Chemistry,SCIENCE,2018,66,16,33,2,0,Even,0,1
688,2022-06-01,BK0088,Advanced Chemistry,V. Singh,Chemistry,SCIENCE,2013,50,6,26,0,0,Even,0,1
689,2022-06-01,BK0089,Principles of Chemistry,K. Menon,Chemistry,SCIENCE,2008,57,4,8,3,0,Even,0,1
690,2022-06-01,BK0090,Chemistry for Engineers,D. Singh,Chemistry,SCIENCE,1998,62,2,11,1,0,Even,0,1
691,2022-06-01,BK0091,Modern Chemistry,K. Nair,Chemistry,SCIENCE,2002,55,7,17,2,0,Even,0,1
692,2022-06-01,BK0092,Applied Chemistry,P. Khan,Chemistry,SCIENCE,2019,15,9,24,0,0,Even,0,1
693,2022-06-01,BK0093,Chemistry Concepts and Applications,P. Rao,Chemistry,SCIENCE,1997,66,4,24,0,1,Even,0,1
694,2022-06-01,BK0094,Essentials of Chemistry,J. Menon,Chemistry,SCIENCE,2005,58,2,5,0,0,Even,0,1
695,2022-06-01,BK0095,Chemistry: Theory and Practice,S. Bose,Chemistry,SCIENCE,2022,64,10,22,1,0,Even,0,1
696,2022-06-01,BK0096,Understanding Chemistry,M. Sharma,Chemistry,SCIENCE,2023,54,0,10,0,0,Even,0,1
697,2022-06-01,BK0097,Introduction to Business Management,A. Rao,Business Management,MBA,2007,43,3,10,0,0,Even,0,1
698,2022-06-01,BK0098,Fundamentals of Business Management,V. Reddy,Business Management,MBA,2012,44,3,19,2,0,Even,0,1
699,2022-06-01,BK0099,Business Management: A Practical Approach,P. Reddy,Business Management,MBA,2022,47,5,14,1,0,Even,0,1
700,2022-06-01,BK0100,Advanced Business Management,N. Rao,Business Management,MBA,2018,37,2,13,0,1,Even,0,1
701,2022-06-01,BK0101,Principles of Business Management,V. Bose,Business Management,MBA,2018,60,8,18,0,1,Even,0,1
702,2022-06-01,BK0102,Business Management for Engineers,K. Iyer,Business Management,MBA,2001,47,4,7,2,0,Even,0,1
703,2022-06-01,BK0103,Modern Business Management,N. Nair,Business Management,MBA,2017,69,5,7,2,2,Even,0,1
704,2022-06-01,BK0104,Applied Business Management,K. Nair,Business Management,MBA,2020,36,17,40,4,0,Even,0,1
705,2022-06-01,BK0105,Business Management Concepts and Applications,V. Sharma,Business Management,MBA,2002,16,3,17,0,0,Even,0,1
706,2022-06-01,BK0106,Essentials of Business Management,J. Rao,Business Management,MBA,1996,37,10,32,2,1,Even,0,1
707,2022-06-01,BK0107,Business Management: Theory and Practice,M. Khan,Business Management,MBA,2006,37,4,14,0,0,Even,0,1
708,2022-06-01,BK0108,Understanding Business Management,M. Menon,Business Management,MBA,2007,67,10,37,0,0,Even,0,1
709,2022-06-01,BK0109,Introduction to English Literature,N. Menon,English Literature,HUMANITIES,2013,67,8,11,0,0,Even,0,1
710,2022-06-01,BK0110,Fundamentals of English Literature,K. Reddy,English Literature,HUMANITIES,2001,54,11,22,1,0,Even,0,1
711,2022-06-01,BK0111,English Literature: A Practical Approach,S. Bose,English Literature,HUMANITIES,1997,66,13,28,4,0,Even,0,1
712,2022-06-01,BK0112,Advanced English Literature,A. Khan,English Literature,HUMANITIES,2011,15,8,7,0,0,Even,0,1
713,2022-06-01,BK0113,Principles of English Literature,J. Khan,English Literature,HUMANITIES,2006,33,3,3,1,0,Even,0,1
714,2022-06-01,BK0114,English Literature for Engineers,M. Verma,English Literature,HUMANITIES,2006,30,16,46,2,0,Even,0,1
715,2022-06-01,BK0115,Modern English Literature,V. Reddy,English Literature,HUMANITIES,2009,40,8,30,1,0,Even,0,1
716,2022-06-01,BK0116,Applied English Literature,J. Menon,English Literature,HUMANITIES,2020,21,10,31,2,0,Even,0,1
717,2022-06-01,BK0117,English Literature Concepts and Applications,M. Rao,English Literature,HUMANITIES,2012,56,14,10,2,0,Even,0,1
718,2022-06-01,BK0118,Essentials of English Literature,N. Sharma,English Literature,HUMANITIES,2005,54,5,15,0,1,Even,0,1
719,2022-06-01,BK0119,English Literature: Theory and Practice,D. Rao,English Literature,HUMANITIES,2007,56,10,45,1,1,Even,0,1
720,2022-06-01,BK0120,Understanding English Literature,R. Rao,English Literature,HUMANITIES,1997,53,2,4,0,0,Even,0,1
721,2022-07-01,BK0001,Introduction to Computer Science,N. Iyer,Computer Science,CSE,2016,67,9,1,2,0,Odd,0,0
722,2022-07-01,BK0002,Fundamentals of Computer Science,R. Singh,Computer Science,CSE,2016,58,20,3,4,0,Odd,0,0
723,2022-07-01,BK0003,Computer Science: A Practical Approach,J. Sharma,Computer Science,CSE,2006,69,2,0,2,0,Odd,0,0
724,2022-07-01,BK0004,Advanced Computer Science,K. Gupta,Computer Science,CSE,2022,28,22,7,1,0,Odd,0,0
725,2022-07-01,BK0005,Principles of Computer Science,R. Menon,Computer Science,CSE,2008,31,6,4,1,2,Odd,0,0
726,2022-07-01,BK0006,Computer Science for Engineers,K. Kumar,Computer Science,CSE,2012,40,10,4,2,0,Odd,0,0
727,2022-07-01,BK0007,Modern Computer Science,R. Menon,Computer Science,CSE,2010,59,20,4,4,1,Odd,0,0
728,2022-07-01,BK0008,Applied Computer Science,R. Nair,Computer Science,CSE,2007,15,27,9,5,6,Odd,0,0
729,2022-07-01,BK0009,Computer Science Concepts and Applications,J. Rao,Computer Science,CSE,2021,19,2,0,0,0,Odd,0,0
730,2022-07-01,BK0010,Essentials of Computer Science,D. Rao,Computer Science,CSE,2017,37,9,0,1,0,Odd,0,0
731,2022-07-01,BK0011,Computer Science: Theory and Practice,V. Nair,Computer Science,CSE,2020,69,18,6,1,1,Odd,0,0
732,2022-07-01,BK0012,Understanding Computer Science,N. Khan,Computer Science,CSE,2001,63,22,12,4,0,Odd,0,0
733,2022-07-01,BK0013,Introduction to Data Science,K. Iyer,Data Science,CSE,2016,42,14,5,2,1,Odd,0,0
734,2022-07-01,BK0014,Fundamentals of Data Science,R. Menon,Data Science,CSE,2005,69,23,3,5,0,Odd,0,0
735,2022-07-01,BK0015,Data Science: A Practical Approach,J. Rao,Data Science,CSE,2021,23,10,7,3,1,Odd,0,0
736,2022-07-01,BK0016,Advanced Data Science,M. Sharma,Data Science,CSE,2003,66,20,6,7,0,Odd,0,0
737,2022-07-01,BK0017,Principles of Data Science,A. Sharma,Data Science,CSE,1996,16,8,4,1,0,Odd,0,0
738,2022-07-01,BK0018,Data Science for Engineers,P. Rao,Data Science,CSE,2000,46,11,2,1,0,Odd,0,0
739,2022-07-01,BK0019,Modern Data Science,N. Iyer,Data Science,CSE,2010,30,18,6,5,0,Odd,0,0
740,2022-07-01,BK0020,Applied Data Science,A. Gupta,Data Science,CSE,2013,40,15,4,2,0,Odd,0,0
741,2022-07-01,BK0021,Data Science Concepts and Applications,S. Reddy,Data Science,CSE,2019,39,9,2,3,0,Odd,0,0
742,2022-07-01,BK0022,Essentials of Data Science,R. Rao,Data Science,CSE,2014,63,10,6,1,1,Odd,0,0
743,2022-07-01,BK0023,Data Science: Theory and Practice,R. Sharma,Data Science,CSE,2018,47,19,10,3,0,Odd,0,0
744,2022-07-01,BK0024,Understanding Data Science,V. Iyer,Data Science,CSE,2019,49,33,5,5,0,Odd,0,0
745,2022-07-01,BK0025,Introduction to Electronics,J. Kumar,Electronics,ECE,2015,62,13,8,2,1,Odd,0,0
746,2022-07-01,BK0026,Fundamentals of Electronics,K. Singh,Electronics,ECE,2013,36,7,3,3,0,Odd,0,0
747,2022-07-01,BK0027,Electronics: A Practical Approach,N. Bose,Electronics,ECE,1999,62,26,11,3,0,Odd,0,0
748,2022-07-01,BK0028,Advanced Electronics,S. Iyer,Electronics,ECE,2015,20,11,2,0,0,Odd,0,0
749,2022-07-01,BK0029,Principles of Electronics,S. Verma,Electronics,ECE,1997,32,18,12,5,0,Odd,0,0
750,2022-07-01,BK0030,Electronics for Engineers,J. Menon,Electronics,ECE,2016,37,11,9,1,0,Odd,0,0
751,2022-07-01,BK0031,Modern Electronics,R. Khan,Electronics,ECE,2020,49,9,2,3,0,Odd,0,0
752,2022-07-01,BK0032,Applied Electronics,R. Gupta,Electronics,ECE,2002,60,10,6,3,1,Odd,0,0
753,2022-07-01,BK0033,Electronics Concepts and Applications,S. Rao,Electronics,ECE,2016,36,17,6,2,0,Odd,0,0
754,2022-07-01,BK0034,Essentials of Electronics,A. Iyer,Electronics,ECE,2022,58,8,4,1,0,Odd,0,0
755,2022-07-01,BK0035,Electronics: Theory and Practice,M. Rao,Electronics,ECE,2011,33,48,20,6,4,Odd,0,0
756,2022-07-01,BK0036,Understanding Electronics,D. Rao,Electronics,ECE,1995,15,40,14,8,10,Odd,0,0
757,2022-07-01,BK0037,Introduction to Mechanical,R. Bose,Mechanical,MECH,2017,17,23,12,3,1,Odd,0,0
758,2022-07-01,BK0038,Fundamentals of Mechanical,D. Reddy,Mechanical,MECH,2008,66,39,16,6,2,Odd,0,0
759,2022-07-01,BK0039,Mechanical: A Practical Approach,M. Verma,Mechanical,MECH,2014,45,14,0,4,0,Odd,0,0
760,2022-07-01,BK0040,Advanced Mechanical,D. Menon,Mechanical,MECH,2010,69,28,13,5,0,Odd,0,0
761,2022-07-01,BK0041,Principles of Mechanical,R. Sharma,Mechanical,MECH,2005,51,26,9,5,1,Odd,0,0
762,2022-07-01,BK0042,Mechanical for Engineers,S. Sharma,Mechanical,MECH,1996,65,33,8,4,2,Odd,0,0
763,2022-07-01,BK0043,Modern Mechanical,R. Reddy,Mechanical,MECH,2020,67,23,11,2,1,Odd,0,0
764,2022-07-01,BK0044,Applied Mechanical,R. Khan,Mechanical,MECH,2003,38,5,2,2,0,Odd,0,0
765,2022-07-01,BK0045,Mechanical Concepts and Applications,S. Sharma,Mechanical,MECH,2017,27,11,3,1,0,Odd,0,0
766,2022-07-01,BK0046,Essentials of Mechanical,N. Gupta,Mechanical,MECH,2007,33,18,3,3,1,Odd,0,0
767,2022-07-01,BK0047,Mechanical: Theory and Practice,A. Iyer,Mechanical,MECH,1997,26,14,5,2,0,Odd,0,0
768,2022-07-01,BK0048,Understanding Mechanical,J. Iyer,Mechanical,MECH,2004,53,8,5,3,1,Odd,0,0
769,2022-07-01,BK0049,Introduction to Civil,D. Nair,Civil,CIVIL,2000,21,18,10,1,0,Odd,0,0
770,2022-07-01,BK0050,Fundamentals of Civil,V. Menon,Civil,CIVIL,2002,62,34,3,3,0,Odd,0,0
771,2022-07-01,BK0051,Civil: A Practical Approach,A. Bose,Civil,CIVIL,1997,59,11,4,2,1,Odd,0,0
772,2022-07-01,BK0052,Advanced Civil,R. Verma,Civil,CIVIL,1997,27,21,3,4,1,Odd,0,0
773,2022-07-01,BK0053,Principles of Civil,J. Verma,Civil,CIVIL,2015,30,27,4,4,0,Odd,0,0
774,2022-07-01,BK0054,Civil for Engineers,P. Nair,Civil,CIVIL,2003,63,24,3,3,0,Odd,0,0
775,2022-07-01,BK0055,Modern Civil,A. Nair,Civil,CIVIL,2018,42,11,1,1,0,Odd,0,0
776,2022-07-01,BK0056,Applied Civil,M. Singh,Civil,CIVIL,1999,55,34,11,4,0,Odd,0,0
777,2022-07-01,BK0057,Civil Concepts and Applications,K. Khan,Civil,CIVIL,2023,20,21,5,4,2,Odd,0,0
778,2022-07-01,BK0058,Essentials of Civil,R. Reddy,Civil,CIVIL,2007,19,37,10,4,8,Odd,0,0
779,2022-07-01,BK0059,Civil: Theory and Practice,N. Singh,Civil,CIVIL,2021,63,33,13,3,0,Odd,0,0
780,2022-07-01,BK0060,Understanding Civil,A. Kumar,Civil,CIVIL,1999,45,15,5,0,0,Odd,0,0
781,2022-07-01,BK0061,Introduction to Mathematics,M. Bose,Mathematics,SCIENCE,1995,65,23,3,1,1,Odd,0,0
782,2022-07-01,BK0062,Fundamentals of Mathematics,K. Sharma,Mathematics,SCIENCE,1996,68,28,9,6,1,Odd,0,0
783,2022-07-01,BK0063,Mathematics: A Practical Approach,P. Reddy,Mathematics,SCIENCE,2009,37,22,10,3,0,Odd,0,0
784,2022-07-01,BK0064,Advanced Mathematics,M. Nair,Mathematics,SCIENCE,2012,48,18,8,2,0,Odd,0,0
785,2022-07-01,BK0065,Principles of Mathematics,R. Khan,Mathematics,SCIENCE,2011,19,21,4,1,0,Odd,0,0
786,2022-07-01,BK0066,Mathematics for Engineers,K. Menon,Mathematics,SCIENCE,2015,16,16,5,3,0,Odd,0,0
787,2022-07-01,BK0067,Modern Mathematics,S. Gupta,Mathematics,SCIENCE,1997,41,52,11,11,9,Odd,0,0
788,2022-07-01,BK0068,Applied Mathematics,R. Menon,Mathematics,SCIENCE,2000,15,4,4,0,1,Odd,0,0
789,2022-07-01,BK0069,Mathematics Concepts and Applications,M. Gupta,Mathematics,SCIENCE,2016,61,24,10,1,0,Odd,0,0
790,2022-07-01,BK0070,Essentials of Mathematics,V. Khan,Mathematics,SCIENCE,2023,66,20,2,6,1,Odd,0,0
791,2022-07-01,BK0071,Mathematics: Theory and Practice,V. Bose,Mathematics,SCIENCE,1997,61,32,10,7,0,Odd,0,0
792,2022-07-01,BK0072,Understanding Mathematics,N. Khan,Mathematics,SCIENCE,2019,69,10,6,1,0,Odd,0,0
793,2022-07-01,BK0073,Introduction to Physics,M. Verma,Physics,SCIENCE,2007,32,15,6,4,1,Odd,0,0
794,2022-07-01,BK0074,Fundamentals of Physics,K. Bose,Physics,SCIENCE,2000,66,6,3,0,0,Odd,0,0
795,2022-07-01,BK0075,Physics: A Practical Approach,D. Kumar,Physics,SCIENCE,2010,18,18,2,2,0,Odd,0,0
796,2022-07-01,BK0076,Advanced Physics,V. Rao,Physics,SCIENCE,2000,16,4,3,1,0,Odd,0,0
797,2022-07-01,BK0077,Principles of Physics,K. Verma,Physics,SCIENCE,2007,58,18,2,2,0,Odd,0,0
798,2022-07-01,BK0078,Physics for Engineers,M. Bose,Physics,SCIENCE,1995,40,17,6,2,0,Odd,0,0
799,2022-07-01,BK0079,Modern Physics,P. Nair,Physics,SCIENCE,2004,58,23,8,1,0,Odd,0,0
800,2022-07-01,BK0080,Applied Physics,R. Singh,Physics,SCIENCE,2018,52,16,12,3,0,Odd,0,0
801,2022-07-01,BK0081,Physics Concepts and Applications,N. Reddy,Physics,SCIENCE,2006,49,30,5,3,0,Odd,0,0
802,2022-07-01,BK0082,Essentials of Physics,S. Sharma,Physics,SCIENCE,2008,44,12,3,1,0,Odd,0,0
803,2022-07-01,BK0083,Physics: Theory and Practice,S. Nair,Physics,SCIENCE,2002,53,13,6,0,1,Odd,0,0
804,2022-07-01,BK0084,Understanding Physics,V. Reddy,Physics,SCIENCE,2009,69,11,1,3,1,Odd,0,0
805,2022-07-01,BK0085,Introduction to Chemistry,R. Nair,Chemistry,SCIENCE,2009,61,24,4,4,0,Odd,0,0
806,2022-07-01,BK0086,Fundamentals of Chemistry,A. Iyer,Chemistry,SCIENCE,2021,69,34,9,7,1,Odd,0,0
807,2022-07-01,BK0087,Chemistry: A Practical Approach,A. Iyer,Chemistry,SCIENCE,2018,66,32,14,5,0,Odd,0,0
808,2022-07-01,BK0088,Advanced Chemistry,V. Singh,Chemistry,SCIENCE,2013,50,24,5,4,0,Odd,0,0
809,2022-07-01,BK0089,Principles of Chemistry,K. Menon,Chemistry,SCIENCE,2008,57,7,4,2,0,Odd,0,0
810,2022-07-01,BK0090,Chemistry for Engineers,D. Singh,Chemistry,SCIENCE,1998,62,1,1,0,1,Odd,0,0
811,2022-07-01,BK0091,Modern Chemistry,K. Nair,Chemistry,SCIENCE,2002,55,19,7,2,0,Odd,0,0
812,2022-07-01,BK0092,Applied Chemistry,P. Khan,Chemistry,SCIENCE,2019,15,22,8,3,1,Odd,0,0
813,2022-07-01,BK0093,Chemistry Concepts and Applications,P. Rao,Chemistry,SCIENCE,1997,66,26,4,3,0,Odd,0,0
814,2022-07-01,BK0094,Essentials of Chemistry,J. Menon,Chemistry,SCIENCE,2005,58,8,2,2,0,Odd,0,0
815,2022-07-01,BK0095,Chemistry: Theory and Practice,S. Bose,Chemistry,SCIENCE,2022,64,12,8,1,1,Odd,0,0
816,2022-07-01,BK0096,Understanding Chemistry,M. Sharma,Chemistry,SCIENCE,2023,54,3,0,0,1,Odd,0,0
817,2022-07-01,BK0097,Introduction to Business Management,A. Rao,Business Management,MBA,2007,43,6,3,1,1,Odd,0,0
818,2022-07-01,BK0098,Fundamentals of Business Management,V. Reddy,Business Management,MBA,2012,44,18,3,5,0,Odd,0,0
819,2022-07-01,BK0099,Business Management: A Practical Approach,P. Reddy,Business Management,MBA,2022,47,16,4,3,0,Odd,0,0
820,2022-07-01,BK0100,Advanced Business Management,N. Rao,Business Management,MBA,2018,37,14,1,2,0,Odd,0,0
821,2022-07-01,BK0101,Principles of Business Management,V. Bose,Business Management,MBA,2018,60,23,8,2,1,Odd,0,0
822,2022-07-01,BK0102,Business Management for Engineers,K. Iyer,Business Management,MBA,2001,47,5,3,1,0,Odd,0,0
823,2022-07-01,BK0103,Modern Business Management,N. Nair,Business Management,MBA,2017,69,5,4,0,1,Odd,0,0
824,2022-07-01,BK0104,Applied Business Management,K. Nair,Business Management,MBA,2020,36,43,15,5,3,Odd,0,0
825,2022-07-01,BK0105,Business Management Concepts and Applications,V. Sharma,Business Management,MBA,2002,16,15,3,1,0,Odd,0,0
826,2022-07-01,BK0106,Essentials of Business Management,J. Rao,Business Management,MBA,1996,37,39,8,7,2,Odd,0,0
827,2022-07-01,BK0107,Business Management: Theory and Practice,M. Khan,Business Management,MBA,2006,37,12,4,2,0,Odd,0,0
828,2022-07-01,BK0108,Understanding Business Management,M. Menon,Business Management,MBA,2007,67,45,7,5,0,Odd,0,0
829,2022-07-01,BK0109,Introduction to English Literature,N. Menon,English Literature,HUMANITIES,2013,67,14,7,4,2,Odd,0,0
830,2022-07-01,BK0110,Fundamentals of English Literature,K. Reddy,English Literature,HUMANITIES,2001,54,28,11,2,0,Odd,0,0
831,2022-07-01,BK0111,English Literature: A Practical Approach,S. Bose,English Literature,HUMANITIES,1997,66,41,11,6,0,Odd,0,0
832,2022-07-01,BK0112,Advanced English Literature,A. Khan,English Literature,HUMANITIES,2011,15,13,6,1,1,Odd,0,0
833,2022-07-01,BK0113,Principles of English Literature,J. Khan,English Literature,HUMANITIES,2006,33,8,2,0,0,Odd,0,0
834,2022-07-01,BK0114,English Literature for Engineers,M. Verma,English Literature,HUMANITIES,2006,30,52,14,7,13,Odd,0,0
835,2022-07-01,BK0115,Modern English Literature,V. Reddy,English Literature,HUMANITIES,2009,40,30,6,4,0,Odd,0,0
836,2022-07-01,BK0116,Applied English Literature,J. Menon,English Literature,HUMANITIES,2020,21,27,10,4,3,Odd,0,0
837,2022-07-01,BK0117,English Literature Concepts and Applications,M. Rao,English Literature,HUMANITIES,2012,56,15,14,3,0,Odd,0,0
838,2022-07-01,BK0118,Essentials of English Literature,N. Sharma,English Literature,HUMANITIES,2005,54,14,5,4,0,Odd,0,0
839,2022-07-01,BK0119,English Literature: Theory and Practice,D. Rao,English Literature,HUMANITIES,2007,56,45,8,6,1,Odd,0,0
840,2022-07-01,BK0120,Understanding English Literature,R. Rao,English Literature,HUMANITIES,1997,53,2,1,0,0,Odd,0,0
841,2022-08-01,BK0001,Introduction to Computer Science,N. Iyer,Computer Science,CSE,2016,67,10,9,1,1,Odd,0,0
842,2022-08-01,BK0002,Fundamentals of Computer Science,R. Singh,Computer Science,CSE,2016,58,15,15,1,0,Odd,0,0
843,2022-08-01,BK0003,Computer Science: A Practical Approach,J. Sharma,Computer Science,CSE,2006,69,1,1,0,0,Odd,0,0
844,2022-08-01,BK0004,Advanced Computer Science,K. Gupta,Computer Science,CSE,2022,28,19,18,3,0,Odd,0,0
845,2022-08-01,BK0005,Principles of Computer Science,R. Menon,Computer Science,CSE,2008,31,7,5,2,0,Odd,0,0
846,2022-08-01,BK0006,Computer Science for Engineers,K. Kumar,Computer Science,CSE,2012,40,11,10,2,0,Odd,0,0
847,2022-08-01,BK0007,Modern Computer Science,R. Menon,Computer Science,CSE,2010,59,25,17,0,0,Odd,0,0
848,2022-08-01,BK0008,Applied Computer Science,R. Nair,Computer Science,CSE,2007,15,29,22,5,6,Odd,0,0
849,2022-08-01,BK0009,Computer Science Concepts and Applications,J. Rao,Computer Science,CSE,2021,19,5,2,0,0,Odd,0,0
850,2022-08-01,BK0010,Essentials of Computer Science,D. Rao,Computer Science,CSE,2017,37,7,8,1,0,Odd,0,0
851,2022-08-01,BK0011,Computer Science: Theory and Practice,V. Nair,Computer Science,CSE,2020,69,28,16,5,0,Odd,0,0
852,2022-08-01,BK0012,Understanding Computer Science,N. Khan,Computer Science,CSE,2001,63,25,19,5,1,Odd,0,0
853,2022-08-01,BK0013,Introduction to Data Science,K. Iyer,Data Science,CSE,2016,42,11,13,1,0,Odd,0,0
854,2022-08-01,BK0014,Fundamentals of Data Science,R. Menon,Data Science,CSE,2005,69,21,20,2,0,Odd,0,0
855,2022-08-01,BK0015,Data Science: A Practical Approach,J. Rao,Data Science,CSE,2021,23,9,9,1,0,Odd,0,0
856,2022-08-01,BK0016,Advanced Data Science,M. Sharma,Data Science,CSE,2003,66,16,19,3,0,Odd,0,0
857,2022-08-01,BK0017,Principles of Data Science,A. Sharma,Data Science,CSE,1996,16,9,8,1,1,Odd,0,0
858,2022-08-01,BK0018,Data Science for Engineers,P. Rao,Data Science,CSE,2000,46,3,8,1,0,Odd,0,0
859,2022-08-01,BK0019,Modern Data Science,N. Iyer,Data Science,CSE,2010,30,17,14,1,1,Odd,0,0
860,2022-08-01,BK0020,Applied Data Science,A. Gupta,Data Science,CSE,2013,40,13,14,1,2,Odd,0,0
861,2022-08-01,BK0021,Data Science Concepts and Applications,S. Reddy,Data Science,CSE,2019,39,12,9,2,0,Odd,0,0
