record_id,date,book_id,book_title,category,lag_1_borrowed,lag_2_borrowed,rolling_3_avg_borrowed,month_index,exam_period,holiday_indicator,semester_encoded,available_copies,reservation_count,renewal_count,publication_year,cat_Business Management,cat_Chemistry,cat_Civil,cat_Computer Science,cat_Data Science,cat_Electronics,cat_English Literature,cat_Mathematics,cat_Mechanical,cat_Physics,target_next_month_demand
2553,2023-10-01,BK0033,Electronics Concepts and Applications,Electronics,13.0,11.0,16.333333333333332,21,1,0,0,36,0,3,2016,False,False,False,False,False,True,False,False,False,False,31.0
2673,2023-11-01,BK0033,Electronics Concepts and Applications,Electronics,25.0,13.0,23.0,22,1,0,0,36,0,6,2016,False,False,False,False,False,True,False,False,False,False,4.0
2793,2023-12-01,BK0033,Electronics Concepts and Applications,Electronics,31.0,25.0,20.0,23,0,1,0,36,0,1,2016,False,False,False,False,False,True,False,False,False,False,14.0
2913,2024-01-01,BK0033,Electronics Concepts and Applications,Electronics,4.0,31.0,16.333333333333332,24,0,0,1,36,0,1,2016,False,False,False,False,False,True,False,False,False,False,15.0
3033,2024-02-01,BK0033,Electronics Concepts and Applications,Electronics,14.0,4.0,11.0,25,0,0,1,36,0,3,2016,False,False,False,False,False,True,False,False,False,False,18.0
3153,2024-03-01,BK0033,Electronics Concepts and Applications,Electronics,15.0,14.0,15.666666666666666,26,0,0,1,36,1,2,2016,False,False,False,False,False,True,False,False,False,False,31.0
3273,2024-04-01,BK0033,Electronics Concepts and Applications,Electronics,18.0,15.0,21.333333333333332,27,1,0,1,36,0,8,2016,False,False,False,False,False,True,False,False,False,False,31.0
3393,2024-05-01,BK0033,Electronics Concepts and Applications,Electronics,31.0,18.0,26.666666666666668,28,1,0,1,36,0,5,2016,False,False,False,False,False,True,False,False,False,False,7.0
274,2022-03-01,BK0034,Essentials of Electronics,Electronics,10.0,18.0,13.666666666666666,2,0,0,1,58,0,2,2022,False,False,False,False,False,True,False,False,False,False,25.0
394,2022-04-01,BK0034,Essentials of Electronics,Electronics,13.0,10.0,16.0,3,1,0,1,58,0,5,2022,False,False,False,False,False,True,False,False,False,False,22.0
514,2022-05-01,BK0034,Essentials of Electronics,Electronics,25.0,13.0,20.0,4,1,0,1,58,1,4,2022,False,False,False,False,False,True,False,False,False,False,6.0
634,2022-06-01,BK0034,Essentials of Electronics,Electronics,22.0,25.0,17.666666666666668,5,0,1,1,58,1,0,2022,False,False,False,False,False,True,False,False,False,False,8.0
754,2022-07-01,BK0034,Essentials of Electronics,Electronics,6.0,22.0,12.0,6,0,0,0,58,0,1,2022,False,False,False,False,False,True,False,False,False,False,12.0
874,2022-08-01,BK0034,Essentials of Electronics,Electronics,8.0,6.0,8.666666666666666,7,0,0,0,58,0,1,2022,False,False,False,False,False,True,False,False,False,False,10.0
994,2022-09-01,BK0034,Essentials of Electronics,Electronics,12.0,8.0,10.0,8,0,0,0,58,0,1,2022,False,False,False,False,False,True,False,False,False,False,14.0
1114,2022-10-01,BK0034,Essentials of Electronics,Electronics,10.0,12.0,12.0,9,1,0,0,58,0,2,2022,False,False,False,False,False,True,False,False,False,False,23.0
1234,2022-11-01,BK0034,Essentials of Electronics,Electronics,14.0,10.0,15.666666666666666,10,1,0,0,58,0,2,2022,False,False,False,False,False,True,False,False,False,False,4.0
1354,2022-12-01,BK0034,Essentials of Electronics,Electronics,23.0,14.0,13.666666666666666,11,0,1,0,58,0,0,2022,False,False,False,False,False,True,False,False,False,False,9.0
1474,2023-01-01,BK0034,Essentials of Electronics,Electronics,4.0,23.0,12.0,12,0,0,1,58,0,0,2022,False,False,False,False,False,True,False,False,False,False,10.0
1594,2023-02-01,BK0034,Essentials of Electronics,Electronics,9.0,4.0,7.666666666666667,13,0,0,1,58,0,2,2022,False,False,False,False,False,True,False,False,False,False,12.0
1714,2023-03-01,BK0034,Essentials of Electronics,Electronics,10.0,9.0,10.333333333333334,14,0,0,1,58,0,1,2022,False,False,False,False,False,True,False,False,False,False,17.0
1834,2023-04-01,BK0034,Essentials of Electronics,Electronics,12.0,10.0,13.0,15,1,0,1,58,0,1,2022,False,False,False,False,False,True,False,False,False,False,16.0
1954,2023-05-01,BK0034,Essentials of Electronics,Electronics,17.0,12.0,15.0,16,1,0,1,58,1,4,2022,False,False,False,False,False,True,False,False,False,False,4.0
2074,2023-06-01,BK0034,Essentials of Electronics,Electronics,16.0,17.0,12.333333333333334,17,0,1,1,58,1,0,2022,False,False,False,False,False,True,False,False,False,False,13.0
2194,2023-07-01,BK0034,Essentials of Electronics,Electronics,4.0,16.0,11.0,18,0,0,0,58,0,1,2022,False,False,False,False,False,True,False,False,False,False,10.0
2314,2023-08-01,BK0034,Essentials of Electronics,Electronics,13.0,4.0,9.0,19,0,0,0,58,0,1,2022,False,False,False,False,False,True,False,False,False,False,8.0
2434,2023-09-01,BK0034,Essentials of Electronics,Electronics,10.0,13.0,10.333333333333334,20,0,0,0,58,0,2,2022,False,False,False,False,False,True,False,False,False,False,10.0
2554,2023-10-01,BK0034,Essentials of Electronics,Electronics,8.0,10.0,9.333333333333334,21,1,0,0,58,0,0,2022,False,False,False,False,False,True,False,False,False,False,15.0
2674,2023-11-01,BK0034,Essentials of Electronics,Electronics,10.0,8.0,11.0,22,1,0,0,58,0,3,2022,False,False,False,False,False,True,False,False,False,False,2.0
2794,2023-12-01,BK0034,Essentials of Electronics,Electronics,15.0,10.0,9.0,23,0,1,0,58,1,0,2022,False,False,False,False,False,True,False,False,False,False,7.0
2914,2024-01-01,BK0034,Essentials of Electronics,Electronics,2.0,15.0,8.0,24,0,0,1,58,1,0,2022,False,False,False,False,False,True,False,False,False,False,8.0
3034,2024-02-01,BK0034,Essentials of Electronics,Electronics,7.0,2.0,5.666666666666667,25,0,0,1,58,0,0,2022,False,False,False,False,False,True,False,False,False,False,7.0
3154,2024-03-01,BK0034,Essentials of Electronics,Electronics,8.0,7.0,7.333333333333333,26,0,0,1,58,0,0,2022,False,False,False,False,False,True,False,False,False,False,6.0
3274,2024-04-01,BK0034,Essentials of Electronics,Electronics,7.0,8.0,7.0,27,1,0,1,58,2,1,2022,False,False,False,False,False,True,False,False,False,False,8.0
3394,2024-05-01,BK0034,Essentials of Electronics,Electronics,6.0,7.0,7.0,28,1,0,1,58,2,2,2022,False,False,False,False,False,True,False,False,False,False,1.0
275,2022-03-01,BK0035,Electronics: Theory and Practice,Electronics,59.0,55.0,56.666666666666664,2,0,0,1,33,7,7,2011,False,False,False,False,False,True,False,False,False,False,79.0
395,2022-04-01,BK0035,Electronics: Theory and Practice,Electronics,56.0,59.0,64.66666666666667,3,1,0,1,33,28,15,2011,False,False,False,False,False,True,False,False,False,False,76.0
515,2022-05-01,BK0035,Electronics: Theory and Practice,Electronics,79.0,56.0,70.33333333333333,4,1,0,1,33,14,12,2011,False,False,False,False,False,True,False,False,False,False,25.0
635,2022-06-01,BK0035,Electronics: Theory and Practice,Electronics,76.0,79.0,60.0,5,0,1,1,33,0,4,2011,False,False,False,False,False,True,False,False,False,False,48.0
755,2022-07-01,BK0035,Electronics: Theory and Practice,Electronics,25.0,76.0,49.666666666666664,6,0,0,0,33,4,6,2011,False,False,False,False,False,True,False,False,False,False,66.0
875,2022-08-01,BK0035,Electronics: Theory and Practice,Electronics,48.0,25.0,46.333333333333336,7,0,0,0,33,15,12,2011,False,False,False,False,False,True,False,False,False,False,63.0
995,2022-09-01,BK0035,Electronics: Theory and Practice,Electronics,66.0,48.0,59.0,8,0,0,0,33,14,11,2011,False,False,False,False,False,True,False,False,False,False,96.0
1115,2022-10-01,BK0035,Electronics: Theory and Practice,Electronics,63.0,66.0,75.0,9,1,0,0,33,28,17,2011,False,False,False,False,False,True,False,False,False,False,89.0
1235,2022-11-01,BK0035,Electronics: Theory and Practice,Electronics,96.0,63.0,82.66666666666667,10,1,0,0,33,23,17,2011,False,False,False,False,False,True,False,False,False,False,20.0
1355,2022-12-01,BK0035,Electronics: Theory and Practice,Electronics,89.0,96.0,68.33333333333333,11,0,1,0,33,1,3,2011,False,False,False,False,False,True,False,False,False,False,56.0
1475,2023-01-01,BK0035,Electronics: Theory and Practice,Electronics,20.0,89.0,55.0,12,0,0,1,33,16,11,2011,False,False,False,False,False,True,False,False,False,False,68.0
1595,2023-02-01,BK0035,Electronics: Theory and Practice,Electronics,56.0,20.0,48.0,13,0,0,1,33,18,10,2011,False,False,False,False,False,True,False,False,False,False,58.0
1715,2023-03-01,BK0035,Electronics: Theory and Practice,Electronics,68.0,56.0,60.666666666666664,14,0,0,1,33,11,15,2011,False,False,False,False,False,True,False,False,False,False,91.0
1835,2023-04-01,BK0035,Electronics: Theory and Practice,Electronics,58.0,68.0,72.33333333333333,15,1,0,1,33,32,11,2011,False,False,False,False,False,True,False,False,False,False,85.0
1955,2023-05-01,BK0035,Electronics: Theory and Practice,Electronics,91.0,58.0,78.0,16,1,0,1,33,28,11,2011,False,False,False,False,False,True,False,False,False,False,16.0
2075,2023-06-01,BK0035,Electronics: Theory and Practice,Electronics,85.0,91.0,64.0,17,0,1,1,33,1,4,2011,False,False,False,False,False,True,False,False,False,False,66.0
2195,2023-07-01,BK0035,Electronics: Theory and Practice,Electronics,16.0,85.0,55.666666666666664,18,0,0,0,33,15,8,2011,False,False,False,False,False,True,False,False,False,False,45.0
2315,2023-08-01,BK0035,Electronics: Theory and Practice,Electronics,66.0,16.0,42.333333333333336,19,0,0,0,33,9,11,2011,False,False,False,False,False,True,False,False,False,False,52.0
2435,2023-09-01,BK0035,Electronics: Theory and Practice,Electronics,45.0,66.0,54.333333333333336,20,0,0,0,33,11,5,2011,False,False,False,False,False,True,False,False,False,False,76.0
2555,2023-10-01,BK0035,Electronics: Theory and Practice,Electronics,52.0,45.0,57.666666666666664,21,1,0,0,33,21,10,2011,False,False,False,False,False,True,False,False,False,False,91.0
2675,2023-11-01,BK0035,Electronics: Theory and Practice,Electronics,76.0,52.0,73.0,22,1,0,0,33,28,13,2011,False,False,False,False,False,True,False,False,False,False,18.0
2795,2023-12-01,BK0035,Electronics: Theory and Practice,Electronics,91.0,76.0,61.666666666666664,23,0,1,0,33,0,5,2011,False,False,False,False,False,True,False,False,False,False,50.0
2915,2024-01-01,BK0035,Electronics: Theory and Practice,Electronics,18.0,91.0,53.0,24,0,0,1,33,10,5,2011,False,False,False,False,False,True,False,False,False,False,49.0
3035,2024-02-01,BK0035,Electronics: Theory and Practice,Electronics,50.0,18.0,39.0,25,0,0,1,33,7,14,2011,False,False,False,False,False,True,False,False,False,False,55.0
3155,2024-03-01,BK0035,Electronics: Theory and Practice,Electronics,49.0,50.0,51.333333333333336,26,0,0,1,33,16,8,2011,False,False,False,False,False,True,False,False,False,False,70.0
3275,2024-04-01,BK0035,Electronics: Theory and Practice,Electronics,55.0,49.0,58.0,27,1,0,1,33,25,9,2011,False,False,False,False,False,True,False,False,False,False,94.0
3395,2024-05-01,BK0035,Electronics: Theory and Practice,Electronics,70.0,55.0,73.0,28,1,0,1,33,26,16,2011,False,False,False,False,False,True,False,False,False,False,20.0
276,2022-03-01,BK0036,Understanding Electronics,Electronics,45.0,44.0,44.666666666666664,2,0,0,1,15,19,2,1995,False,False,False,False,False,True,False,False,False,False,59.0
396,2022-04-01,BK0036,Understanding Electronics,Electronics,45.0,45.0,49.666666666666664,3,1,0,1,15,17,8,1995,False,False,False,False,False,True,False,False,False,False,77.0
516,2022-05-01,BK0036,Understanding Electronics,Electronics,59.0,45.0,60.333333333333336,4,1,0,1,15,36,15,1995,False,False,False,False,False,True,False,False,False,False,18.0
636,2022-06-01,BK0036,Understanding Electronics,Electronics,77.0,59.0,51.333333333333336,5,0,1,1,15,1,6,1995,False,False,False,False,False,True,False,False,False,False,40.0
756,2022-07-01,BK0036,Understanding Electronics,Electronics,18.0,77.0,45.0,6,0,0,0,15,10,8,1995,False,False,False,False,False,True,False,False,False,False,50.0
876,2022-08-01,BK0036,Understanding Electronics,Electronics,40.0,18.0,36.0,7,0,0,0,15,14,7,1995,False,False,False,False,False,True,False,False,False,False,49.0
996,2022-09-01,BK0036,Understanding Electronics,Electronics,50.0,40.0,46.333333333333336,8,0,0,0,15,14,9,1995,False,False,False,False,False,True,False,False,False,False,83.0
1116,2022-10-01,BK0036,Understanding Electronics,Electronics,49.0,50.0,60.666666666666664,9,1,0,0,15,39,9,1995,False,False,False,False,False,True,False,False,False,False,73.0
1236,2022-11-01,BK0036,Understanding Electronics,Electronics,83.0,49.0,68.33333333333333,10,1,0,0,15,30,12,1995,False,False,False,False,False,True,False,False,False,False,24.0
1356,2022-12-01,BK0036,Understanding Electronics,Electronics,73.0,83.0,60.0,11,0,1,0,15,4,8,1995,False,False,False,False,False,True,False,False,False,False,38.0
1476,2023-01-01,BK0036,Understanding Electronics,Electronics,24.0,73.0,45.0,12,0,0,1,15,8,2,1995,False,False,False,False,False,True,False,False,False,False,49.0
1596,2023-02-01,BK0036,Understanding Electronics,Electronics,38.0,24.0,37.0,13,0,0,1,15,12,10,1995,False,False,False,False,False,True,False,False,False,False,45.0
1716,2023-03-01,BK0036,Understanding Electronics,Electronics,49.0,38.0,44.0,14,0,0,1,15,21,10,1995,False,False,False,False,False,True,False,False,False,False,98.0
1836,2023-04-01,BK0036,Understanding Electronics,Electronics,45.0,49.0,64.0,15,1,0,1,15,49,14,1995,False,False,False,False,False,True,False,False,False,False,98.0
1956,2023-05-01,BK0036,Understanding Electronics,Electronics,98.0,45.0,80.33333333333333,16,1,0,1,15,39,17,1995,False,False,False,False,False,True,False,False,False,False,18.0
2076,2023-06-01,BK0036,Understanding Electronics,Electronics,98.0,98.0,71.33333333333333,17,0,1,1,15,1,4,1995,False,False,False,False,False,True,False,False,False,False,40.0
2196,2023-07-01,BK0036,Understanding Electronics,Electronics,18.0,98.0,52.0,18,0,0,0,15,8,5,1995,False,False,False,False,False,True,False,False,False,False,62.0
2316,2023-08-01,BK0036,Understanding Electronics,Electronics,40.0,18.0,40.0,19,0,0,0,15,25,7,1995,False,False,False,False,False,True,False,False,False,False,44.0
2436,2023-09-01,BK0036,Understanding Electronics,Electronics,62.0,40.0,48.666666666666664,20,0,0,0,15,21,5,1995,False,False,False,False,False,True,False,False,False,False,78.0
2556,2023-10-01,BK0036,Understanding Electronics,Electronics,44.0,62.0,61.333333333333336,21,1,0,0,15,34,12,1995,False,False,False,False,False,True,False,False,False,False,102.0
2676,2023-11-01,BK0036,Understanding Electronics,Electronics,78.0,44.0,74.66666666666667,22,1,0,0,15,47,21,1995,False,False,False,False,False,True,False,False,False,False,25.0
2796,2023-12-01,BK0036,Understanding Electronics,Electronics,102.0,78.0,68.33333333333333,23,0,1,0,15,4,2,1995,False,False,False,False,False,True,False,False,False,False,50.0
2916,2024-01-01,BK0036,Understanding Electronics,Electronics,25.0,102.0,59.0,24,0,0,1,15,19,4,1995,False,False,False,False,False,True,False,False,False,False,63.0
3036,2024-02-01,BK0036,Understanding Electronics,Electronics,50.0,25.0,46.0,25,0,0,1,15,34,15,1995,False,False,False,False,False,True,False,False,False,False,66.0
3156,2024-03-01,BK0036,Understanding Electronics,Electronics,63.0,50.0,59.666666666666664,26,0,0,1,15,21,13,1995,False,False,False,False,False,True,False,False,False,False,96.0
3276,2024-04-01,BK0036,Understanding Electronics,Electronics,66.0,63.0,75.0,27,1,0,1,15,46,18,1995,False,False,False,False,False,True,False,False,False,False,98.0
3396,2024-05-01,BK0036,Understanding Electronics,Electronics,96.0,66.0,86.66666666666667,28,1,0,1,15,41,14,1995,False,False,False,False,False,True,False,False,False,False,35.0
277,2022-03-01,BK0037,Introduction to Mechanical,Mechanical,23.0,31.0,26.333333333333332,2,0,0,1,17,7,3,2017,False,False,False,False,False,False,False,False,True,False,39.0
397,2022-04-01,BK0037,Introduction to Mechanical,Mechanical,25.0,23.0,29.0,3,1,0,1,17,16,3,2017,False,False,False,False,False,False,False,False,True,False,37.0
517,2022-05-01,BK0037,Introduction to Mechanical,Mechanical,39.0,25.0,33.666666666666664,4,1,0,1,17,15,7,2017,False,False,False,False,False,False,False,False,True,False,14.0
637,2022-06-01,BK0037,Introduction to Mechanical,Mechanical,37.0,39.0,30.0,5,0,1,1,17,0,2,2017,False,False,False,False,False,False,False,False,True,False,23.0
757,2022-07-01,BK0037,Introduction to Mechanical,Mechanical,14.0,37.0,24.666666666666668,6,0,0,0,17,1,3,2017,False,False,False,False,False,False,False,False,True,False,29.0
877,2022-08-01,BK0037,Introduction to Mechanical,Mechanical,23.0,14.0,22.0,7,0,0,0,17,9,1,2017,False,False,False,False,False,False,False,False,True,False,15.0
997,2022-09-01,BK0037,Introduction to Mechanical,Mechanical,29.0,23.0,22.333333333333332,8,0,0,0,17,0,2,2017,False,False,False,False,False,False,False,False,True,False,37.0
1117,2022-10-01,BK0037,Introduction to Mechanical,Mechanical,15.0,29.0,27.0,9,1,0,0,17,7,7,2017,False,False,False,False,False,False,False,False,True,False,51.0
1237,2022-11-01,BK0037,Introduction to Mechanical,Mechanical,37.0,15.0,34.333333333333336,10,1,0,0,17,21,9,2017,False,False,False,False,False,False,False,False,True,False,7.0
1357,2022-12-01,BK0037,Introduction to Mechanical,Mechanical,51.0,37.0,31.666666666666668,11,0,1,0,17,0,1,2017,False,False,False,False,False,False,False,False,True,False,29.0
1477,2023-01-01,BK0037,Introduction to Mechanical,Mechanical,7.0,51.0,29.0,12,0,0,1,17,9,4,2017,False,False,False,False,False,False,False,False,True,False,28.0
1597,2023-02-01,BK0037,Introduction to Mechanical,Mechanical,29.0,7.0,21.333333333333332,13,0,0,1,17,4,5,2017,False,False,False,False,False,False,False,False,True,False,21.0
1717,2023-03-01,BK0037,Introduction to Mechanical,Mechanical,28.0,29.0,26.0,14,0,0,1,17,2,2,2017,False,False,False,False,False,False,False,False,True,False,41.0
1837,2023-04-01,BK0037,Introduction to Mechanical,Mechanical,21.0,28.0,30.0,15,1,0,1,17,12,4,2017,False,False,False,False,False,False,False,False,True,False,38.0
1957,2023-05-01,BK0037,Introduction to Mechanical,Mechanical,41.0,21.0,33.333333333333336,16,1,0,1,17,12,3,2017,False,False,False,False,False,False,False,False,True,False,14.0
2077,2023-06-01,BK0037,Introduction to Mechanical,Mechanical,38.0,41.0,31.0,17,0,1,1,17,0,1,2017,False,False,False,False,False,False,False,False,True,False,24.0
2197,2023-07-01,BK0037,Introduction to Mechanical,Mechanical,14.0,38.0,25.333333333333332,18,0,0,0,17,2,6,2017,False,False,False,False,False,False,False,False,True,False,21.0
2317,2023-08-01,BK0037,Introduction to Mechanical,Mechanical,24.0,14.0,19.666666666666668,19,0,0,0,17,7,2,2017,False,False,False,False,False,False,False,False,True,False,31.0
2437,2023-09-01,BK0037,Introduction to Mechanical,Mechanical,21.0,24.0,25.333333333333332,20,0,0,0,17,4,5,2017,False,False,False,False,False,False,False,False,True,False,42.0
2557,2023-10-01,BK0037,Introduction to Mechanical,Mechanical,31.0,21.0,31.333333333333332,21,1,0,0,17,13,4,2017,False,False,False,False,False,False,False,False,True,False,33.0
2677,2023-11-01,BK0037,Introduction to Mechanical,Mechanical,42.0,31.0,35.333333333333336,22,1,0,0,17,11,3,2017,False,False,False,False,False,False,False,False,True,False,12.0
2797,2023-12-01,BK0037,Introduction to Mechanical,Mechanical,33.0,42.0,29.0,23,0,1,0,17,0,3,2017,False,False,False,False,False,False,False,False,True,False,33.0
2917,2024-01-01,BK0037,Introduction to Mechanical,Mechanical,12.0,33.0,26.0,24,0,0,1,17,15,10,2017,False,False,False,False,False,False,False,False,True,False,32.0
3037,2024-02-01,BK0037,Introduction to Mechanical,Mechanical,33.0,12.0,25.666666666666668,25,0,0,1,17,7,5,2017,False,False,False,False,False,False,False,False,True,False,38.0
3157,2024-03-01,BK0037,Introduction to Mechanical,Mechanical,32.0,33.0,34.333333333333336,26,0,0,1,17,15,6,2017,False,False,False,False,False,False,False,False,True,False,49.0
3277,2024-04-01,BK0037,Introduction to Mechanical,Mechanical,38.0,32.0,39.666666666666664,27,1,0,1,17,18,5,2017,False,False,False,False,False,False,False,False,True,False,41.0
3397,2024-05-01,BK0037,Introduction to Mechanical,Mechanical,49.0,38.0,42.666666666666664,28,1,0,1,17,15,5,2017,False,False,False,False,False,False,False,False,True,False,12.0
278,2022-03-01,BK0038,Fundamentals of Mechanical,Mechanical,31.0,29.0,32.0,2,0,0,1,66,1,4,2008,False,False,False,False,False,False,False,False,True,False,50.0
398,2022-04-01,BK0038,Fundamentals of Mechanical,Mechanical,36.0,31.0,39.0,3,1,0,1,66,0,5,2008,False,False,False,False,False,False,False,False,True,False,60.0
518,2022-05-01,BK0038,Fundamentals of Mechanical,Mechanical,50.0,36.0,48.666666666666664,4,1,0,1,66,0,12,2008,False,False,False,False,False,False,False,False,True,False,18.0
638,2022-06-01,BK0038,Fundamentals of Mechanical,Mechanical,60.0,50.0,42.666666666666664,5,0,1,1,66,0,5,2008,False,False,False,False,False,False,False,False,True,False,39.0
758,2022-07-01,BK0038,Fundamentals of Mechanical,Mechanical,18.0,60.0,39.0,6,0,0,0,66,2,6,2008,False,False,False,False,False,False,False,False,True,False,32.0
878,2022-08-01,BK0038,Fundamentals of Mechanical,Mechanical,39.0,18.0,29.666666666666668,7,0,0,0,66,1,7,2008,False,False,False,False,False,False,False,False,True,False,33.0
998,2022-09-01,BK0038,Fundamentals of Mechanical,Mechanical,32.0,39.0,34.666666666666664,8,0,0,0,66,1,2,2008,False,False,False,False,False,False,False,False,True,False,58.0
1118,2022-10-01,BK0038,Fundamentals of Mechanical,Mechanical,33.0,32.0,41.0,9,1,0,0,66,0,12,2008,False,False,False,False,False,False,False,False,True,False,41.0
1238,2022-11-01,BK0038,Fundamentals of Mechanical,Mechanical,58.0,33.0,44.0,10,1,0,0,66,0,5,2008,False,False,False,False,False,False,False,False,True,False,22.0
1358,2022-12-01,BK0038,Fundamentals of Mechanical,Mechanical,41.0,58.0,40.333333333333336,11,0,1,0,66,0,6,2008,False,False,False,False,False,False,False,False,True,False,44.0
1478,2023-01-01,BK0038,Fundamentals of Mechanical,Mechanical,22.0,41.0,35.666666666666664,12,0,0,1,66,0,4,2008,False,False,False,False,False,False,False,False,True,False,30.0
1598,2023-02-01,BK0038,Fundamentals of Mechanical,Mechanical,44.0,22.0,32.0,13,0,0,1,66,2,8,2008,False,False,False,False,False,False,False,False,True,False,43.0
1718,2023-03-01,BK0038,Fundamentals of Mechanical,Mechanical,30.0,44.0,39.0,14,0,0,1,66,0,10,2008,False,False,False,False,False,False,False,False,True,False,49.0
1838,2023-04-01,BK0038,Fundamentals of Mechanical,Mechanical,43.0,30.0,40.666666666666664,15,1,0,1,66,1,10,2008,False,False,False,False,False,False,False,False,True,False,47.0
1958,2023-05-01,BK0038,Fundamentals of Mechanical,Mechanical,49.0,43.0,46.333333333333336,16,1,0,1,66,1,8,2008,False,False,False,False,False,False,False,False,True,False,22.0
2078,2023-06-01,BK0038,Fundamentals of Mechanical,Mechanical,47.0,49.0,39.333333333333336,17,0,1,1,66,0,3,2008,False,False,False,False,False,False,False,False,True,False,39.0
2198,2023-07-01,BK0038,Fundamentals of Mechanical,Mechanical,22.0,47.0,36.0,18,0,0,0,66,0,5,2008,False,False,False,False,False,False,False,False,True,False,40.0
2318,2023-08-01,BK0038,Fundamentals of Mechanical,Mechanical,39.0,22.0,33.666666666666664,19,0,0,0,66,0,3,2008,False,False,False,False,False,False,False,False,True,False,43.0
2438,2023-09-01,BK0038,Fundamentals of Mechanical,Mechanical,40.0,39.0,40.666666666666664,20,0,0,0,66,1,8,2008,False,False,False,False,False,False,False,False,True,False,76.0
2558,2023-10-01,BK0038,Fundamentals of Mechanical,Mechanical,43.0,40.0,53.0,21,1,0,0,66,6,8,2008,False,False,False,False,False,False,False,False,True,False,60.0
2678,2023-11-01,BK0038,Fundamentals of Mechanical,Mechanical,76.0,43.0,59.666666666666664,22,1,0,0,66,0,13,2008,False,False,False,False,False,False,False,False,True,False,17.0
2798,2023-12-01,BK0038,Fundamentals of Mechanical,Mechanical,60.0,76.0,51.0,23,0,1,0,66,0,2,2008,False,False,False,False,False,False,False,False,True,False,45.0
2918,2024-01-01,BK0038,Fundamentals of Mechanical,Mechanical,17.0,60.0,40.666666666666664,24,0,0,1,66,0,10,2008,False,False,False,False,False,False,False,False,True,False,50.0
3038,2024-02-01,BK0038,Fundamentals of Mechanical,Mechanical,45.0,17.0,37.333333333333336,25,0,0,1,66,0,7,2008,False,False,False,False,False,False,False,False,True,False,37.0
3158,2024-03-01,BK0038,Fundamentals of Mechanical,Mechanical,50.0,45.0,44.0,26,0,0,1,66,0,2,2008,False,False,False,False,False,False,False,False,True,False,71.0
3278,2024-04-01,BK0038,Fundamentals of Mechanical,Mechanical,37.0,50.0,52.666666666666664,27,1,0,1,66,0,15,2008,False,False,False,False,False,False,False,False,True,False,75.0
3398,2024-05-01,BK0038,Fundamentals of Mechanical,Mechanical,71.0,37.0,61.0,28,1,0,1,66,8,10,2008,False,False,False,False,False,False,False,False,True,False,15.0
279,2022-03-01,BK0039,Mechanical: A Practical Approach,Mechanical,12.0,8.0,11.666666666666666,2,0,0,1,45,0,6,2014,False,False,False,False,False,False,False,False,True,False,16.0
399,2022-04-01,BK0039,Mechanical: A Practical Approach,Mechanical,15.0,12.0,14.333333333333334,3,1,0,1,45,0,3,2014,False,False,False,False,False,False,False,False,True,False,26.0
519,2022-05-01,BK0039,Mechanical: A Practical Approach,Mechanical,16.0,15.0,19.0,4,1,0,1,45,0,6,2014,False,False,False,False,False,False,False,False,True,False,0.0
639,2022-06-01,BK0039,Mechanical: A Practical Approach,Mechanical,26.0,16.0,14.0,5,0,1,1,45,0,0,2014,False,False,False,False,False,False,False,False,True,False,14.0
759,2022-07-01,BK0039,Mechanical: A Practical Approach,Mechanical,0.0,26.0,13.333333333333334,6,0,0,0,45,0,4,2014,False,False,False,False,False,False,False,False,True,False,15.0
879,2022-08-01,BK0039,Mechanical: A Practical Approach,Mechanical,14.0,0.0,9.666666666666666,7,0,0,0,45,1,4,2014,False,False,False,False,False,False,False,False,True,False,12.0
999,2022-09-01,BK0039,Mechanical: A Practical Approach,Mechanical,15.0,14.0,13.666666666666666,8,0,0,0,45,1,1,2014,False,False,False,False,False,False,False,False,True,False,21.0
1119,2022-10-01,BK0039,Mechanical: A Practical Approach,Mechanical,12.0,15.0,16.0,9,1,0,0,45,0,5,2014,False,False,False,False,False,False,False,False,True,False,28.0
1239,2022-11-01,BK0039,Mechanical: A Practical Approach,Mechanical,21.0,12.0,20.333333333333332,10,1,0,0,45,0,3,2014,False,False,False,False,False,False,False,False,True,False,4.0
1359,2022-12-01,BK0039,Mechanical: A Practical Approach,Mechanical,28.0,21.0,17.666666666666668,11,0,1,0,45,2,0,2014,False,False,False,False,False,False,False,False,True,False,10.0
1479,2023-01-01,BK0039,Mechanical: A Practical Approach,Mechanical,4.0,28.0,14.0,12,0,0,1,45,0,2,2014,False,False,False,False,False,False,False,False,True,False,16.0
1599,2023-02-01,BK0039,Mechanical: A Practical Approach,Mechanical,10.0,4.0,10.0,13,0,0,1,45,1,2,2014,False,False,False,False,False,False,False,False,True,False,9.0
1719,2023-03-01,BK0039,Mechanical: A Practical Approach,Mechanical,16.0,10.0,11.666666666666666,14,0,0,1,45,0,1,2014,False,False,False,False,False,False,False,False,True,False,15.0
1839,2023-04-01,BK0039,Mechanical: A Practical Approach,Mechanical,9.0,16.0,13.333333333333334,15,1,0,1,45,0,3,2014,False,False,False,False,False,False,False,False,True,False,13.0
1959,2023-05-01,BK0039,Mechanical: A Practical Approach,Mechanical,15.0,9.0,12.333333333333334,16,1,0,1,45,0,2,2014,False,False,False,False,False,False,False,False,True,False,4.0
